panel,dataset,condition,metric,value,x,y,stamp
gravity,IH,Native,R@1,69.062500000,,,
gravity,IH,Native,R@5,86.875000000,,,
gravity,IH,+G,R@1,69.375000000,,,
gravity,IH,+G,R@5,86.875000000,,,
gravity,CH,Native,R@1,51.351351351,,,
gravity,CH,Native,R@5,70.270270270,,,
gravity,CH,+G,R@1,64.189189189,,,
gravity,CH,+G,R@5,87.162162162,,,
split,IH,Fixed 2.5 m,R@1,68.437500000,,,
split,IH,Fixed 2.5 m,R@5,87.187500000,,,
split,IH,Adaptive,R@1,69.375000000,,,
split,IH,Adaptive,R@5,86.875000000,,,
split,CH,Fixed 2.5 m,R@1,64.189189189,,,
split,CH,Fixed 2.5 m,R@5,86.486486486,,,
split,CH,Adaptive,R@1,64.189189189,,,
split,CH,Adaptive,R@5,87.162162162,,,
split,H1→H2,Fixed 2.5 m,R@1,48.275862069,,,
split,H1→H2,Fixed 2.5 m,R@5,68.965517241,,,
split,H1→H2,Adaptive,R@1,48.275862069,,,
split,H1→H2,Adaptive,R@5,70.689655172,,,
split,H1→V1,Fixed 2.5 m,R@1,54.385964912,,,
split,H1→V1,Fixed 2.5 m,R@5,80.701754386,,,
split,H1→V1,Adaptive,R@1,54.385964912,,,
split,H1→V1,Adaptive,R@5,82.456140351,,,
trajectory,,reference,,,0.239510592,0.877691259,1764590381.039458275
trajectory,,reference,,,0.190903833,1.100791393,1764590381.343302250
trajectory,,reference,,,0.158350402,1.203103860,1764590381.545862198
trajectory,,reference,,,0.101145444,1.316977794,1764590381.748422146
trajectory,,reference,,,0.028426909,1.420939856,1764590381.956388950
trajectory,,reference,,,-0.284722759,1.868209665,1764590382.564081192
trajectory,,reference,,,-0.686957040,2.211017528,1764590383.278949738
trajectory,,reference,,,-1.149296308,2.496156733,1764590383.886629581
trajectory,,reference,,,-1.597521106,2.772662885,1764590384.500277758
trajectory,,reference,,,-1.916407636,2.969000168,1764590384.905397654
trajectory,,reference,,,-2.366097178,3.240544696,1764590385.316463709
trajectory,,reference,,,-2.845226375,3.454135584,1764590385.822863579
trajectory,,reference,,,-3.434888983,3.691639427,1764590386.335209846
trajectory,,reference,,,-3.984908988,3.852892531,1764590386.740329742
trajectory,,reference,,,-4.489729486,4.001600037,1764590387.151395559
trajectory,,reference,,,-5.082574581,4.183966411,1764590387.556515694
trajectory,,reference,,,-5.700120414,4.227393399,1764590387.967577457
trajectory,,reference,,,-6.200346492,4.349981266,1764590388.372700453
trajectory,,reference,,,-6.823961183,4.497493952,1764590388.777820349
trajectory,,reference,,,-7.251433034,4.584575626,1764590389.087596178
trajectory,,reference,,,-7.826560703,4.686545914,1764590389.492726088
trajectory,,reference,,,-8.359996473,4.722074689,1764590389.796566010
trajectory,,reference,,,-9.005639233,4.709949560,1764590390.207630873
trajectory,,reference,,,-9.606071940,4.756698366,1764590390.612750769
trajectory,,reference,,,-10.119911602,4.778171962,1764590390.916590929
trajectory,,reference,,,-10.723721632,4.785024550,1764590391.327173710
trajectory,,reference,,,-11.317734206,4.816305325,1764590391.732293606
trajectory,,reference,,,-11.839950126,4.805853113,1764590392.041589022
trajectory,,reference,,,-12.412786376,4.855206629,1764590392.446715355
trajectory,,reference,,,-13.041395218,4.906239579,1764590392.851835489
trajectory,,reference,,,-13.670792936,4.893897992,1764590393.262395859
trajectory,,reference,,,-14.227991074,4.903063575,1764590393.667515993
trajectory,,reference,,,-14.753177616,4.894202248,1764590393.977274895
trajectory,,reference,,,-15.340448342,4.836898806,1764590394.382392168
trajectory,,reference,,,-15.927331715,4.837647657,1764590394.787512064
trajectory,,reference,,,-16.443147240,4.804188716,1764590395.097252846
trajectory,,reference,,,-17.027427161,4.812155684,1764590395.502368212
trajectory,,reference,,,-17.623888695,4.786254322,1764590395.907488346
trajectory,,reference,,,-18.230091558,4.740948442,1764590396.318522215
trajectory,,reference,,,-18.751069580,4.730532224,1764590396.723642111
trajectory,,reference,,,-19.355951271,4.689530747,1764590397.134646893
trajectory,,reference,,,-19.876919544,4.557542048,1764590397.539772511
trajectory,,reference,,,-20.503651475,4.430376749,1764590398.052042007
trajectory,,reference,,,-21.099114473,4.352598235,1764590398.457170248
trajectory,,reference,,,-21.632466564,4.277533493,1764590398.862290144
trajectory,,reference,,,-22.200798306,4.223388588,1764590399.273331881
trajectory,,reference,,,-22.580266449,4.127307411,1764590399.577172041
trajectory,,reference,,,-23.067701478,3.848802011,1764590400.089491367
trajectory,,reference,,,-23.509097457,3.601809613,1764590400.494609118
trajectory,,reference,,,-23.921452654,3.303500895,1764590400.899729252
trajectory,,reference,,,-24.293272014,2.896914289,1764590401.411581993
trajectory,,reference,,,-24.594013011,2.635632473,1764590401.715421915
trajectory,,reference,,,-24.726640833,2.465011341,1764590401.917981863
trajectory,,reference,,,-24.753818362,2.318761738,1764590402.227224112
trajectory,,reference,,,-24.754563381,2.190272171,1764590402.429784060
trajectory,,reference,,,-24.746077968,2.148804165,1764590402.531064034
trajectory,,reference,,,-24.670781542,2.135865733,1764590402.733623981
trajectory,,reference,,,-24.443920409,2.215422219,1764590403.144201279
trajectory,,reference,,,-24.383638511,2.227669683,1764590403.346760273
trajectory,,reference,,,-24.459835562,2.256920196,1764590420.260493517
trajectory,,reference,,,-24.344245781,1.757153903,1764590421.177475691
trajectory,,reference,,,-24.061179963,1.315768678,1764590421.683875561
trajectory,,reference,,,-23.751980169,0.901838328,1764590422.094440699
trajectory,,reference,,,-23.531290052,0.630750026,1764590422.296998739
trajectory,,reference,,,-23.120659158,0.223085461,1764590422.702118635
trajectory,,reference,,,-22.731592480,-0.188431221,1764590423.112693310
trajectory,,reference,,,-22.337500433,-0.509167507,1764590423.416543722
trajectory,,reference,,,-21.829506555,-0.769130168,1764590423.821663857
trajectory,,reference,,,-21.411930802,-1.089264594,1764590424.232249260
trajectory,,reference,,,-20.912958831,-1.496858808,1764590424.637369394
trajectory,,reference,,,-20.471259514,-1.907146945,1764590425.149712324
trajectory,,reference,,,-20.066829148,-2.350221334,1764590425.554832458
trajectory,,reference,,,-19.626358954,-2.657157865,1764590425.966349125
trajectory,,reference,,,-19.257169336,-3.030054137,1764590426.371473312
trajectory,,reference,,,-18.757473825,-3.436963439,1764590426.776593447
trajectory,,reference,,,-18.305819072,-3.841163503,1764590427.289394855
trajectory,,reference,,,-17.888785265,-4.281458335,1764590427.694514990
trajectory,,reference,,,-17.511637572,-4.653231616,1764590428.106037855
trajectory,,reference,,,-17.151387838,-5.020604319,1764590428.511156321
trajectory,,reference,,,-16.701205858,-5.404678771,1764590428.916276217
trajectory,,reference,,,-16.281853635,-5.695313044,1764590429.327805996
trajectory,,reference,,,-15.917157572,-6.037568667,1764590429.732925892
trajectory,,reference,,,-15.495711722,-6.388011809,1764590430.144383192
trajectory,,reference,,,-15.053711851,-6.744771215,1764590430.650796652
trajectory,,reference,,,-14.659426480,-7.150739768,1764590431.061789989
trajectory,,reference,,,-14.179884093,-7.528899429,1764590431.568197966
trajectory,,reference,,,-13.778667911,-7.871099663,1764590431.978786707
trajectory,,reference,,,-13.332521511,-8.225538171,1764590432.383904934
trajectory,,reference,,,-12.948180022,-8.570728583,1764590432.789025068
trajectory,,reference,,,-12.502281980,-8.963222150,1764590433.199632883
trajectory,,reference,,,-12.087020437,-9.272516154,1764590433.604752779
trajectory,,reference,,,-11.705525493,-9.597601802,1764590434.015815020
trajectory,,reference,,,-11.308376045,-9.924785607,1764590434.420937061
trajectory,,reference,,,-10.858670561,-10.320508466,1764590434.927336931
trajectory,,reference,,,-10.470677866,-10.684751861,1764590435.338391781
trajectory,,reference,,,-10.124767358,-11.046036164,1764590435.743511915
trajectory,,reference,,,-9.814750586,-11.483655093,1764590436.154985905
trajectory,,reference,,,-9.500483805,-11.940759560,1764590436.560106039
trajectory,,reference,,,-9.308424813,-12.247429160,1764590436.863945961
trajectory,,reference,,,-9.045856199,-12.701959640,1764590437.274966955
trajectory,,reference,,,-8.779880163,-13.186259766,1764590437.680087090
trajectory,,reference,,,-8.652879774,-13.531007217,1764590437.989861965
trajectory,,reference,,,-8.556665063,-14.052006125,1764590438.394992113
trajectory,,reference,,,-8.509134243,-14.552199943,1764590438.800112009
trajectory,,reference,,,-8.473669537,-14.788523124,1764590439.008607388
trajectory,,reference,,,-8.468108699,-15.416259488,1764590439.515018702
trajectory,,reference,,,-8.417668065,-15.987651930,1764590440.027836561
trajectory,,reference,,,-8.303534513,-16.474528477,1764590440.432969332
trajectory,,reference,,,-8.131886207,-16.847803565,1764590440.736809254
trajectory,,reference,,,-7.771507033,-17.287027462,1764590441.249655485
trajectory,,reference,,,-7.629214239,-17.471598262,1764590441.452215433
trajectory,,reference,,,-7.468799849,-17.624581348,1764590441.857335567
trajectory,,reference,,,-7.368234663,-17.607704630,1764590442.268410921
trajectory,,reference,,,-7.251708297,-17.410192926,1764590442.774810791
trajectory,,reference,,,-7.190631341,-17.333250011,1764590443.185804844
trajectory,,reference,,,-7.174343725,-17.378736569,1764590461.628017426
trajectory,,reference,,,-7.228518037,-17.361311877,1764590462.039542198
trajectory,,reference,,,-7.005369459,-17.266301278,1764590462.957448959
trajectory,,reference,,,-6.735099227,-17.161677891,1764590463.261293411
trajectory,,reference,,,-6.205458300,-16.899819832,1764590463.868973255
trajectory,,reference,,,-5.607546086,-16.672600329,1764590464.381313801
trajectory,,reference,,,-5.106870522,-16.379381361,1764590464.887713909
trajectory,,reference,,,-4.684826856,-16.259752856,1764590465.298755169
trajectory,,reference,,,-4.116590214,-16.076304951,1764590465.703875065
trajectory,,reference,,,-3.570717303,-15.821979176,1764590466.216197968
trajectory,,reference,,,-2.991387616,-15.531701721,1764590466.621317863
trajectory,,reference,,,-2.591392157,-15.138892930,1764590467.032502174
trajectory,,reference,,,-2.169507613,-14.864508621,1764590467.437620163
trajectory,,reference,,,-1.683719034,-14.524143056,1764590467.842740297
trajectory,,reference,,,-1.274579596,-14.061872179,1764590468.355421782
trajectory,,reference,,,-0.850949664,-13.737042518,1764590468.760541677
trajectory,,reference,,,-0.451639980,-13.382591360,1764590469.172062397
trajectory,,reference,,,0.082497461,-13.039831362,1764590469.678462505
trajectory,,reference,,,0.570963911,-12.719069283,1764590470.089978695
trajectory,,reference,,,1.078228956,-12.381928622,1764590470.596384048
trajectory,,reference,,,1.599201844,-12.129464549,1764590471.007903814
trajectory,,reference,,,2.076292073,-11.825334982,1764590471.413025379
trajectory,,reference,,,2.508689519,-11.567682287,1764590471.818145275
trajectory,,reference,,,3.058046098,-11.318983736,1764590472.229686737
trajectory,,reference,,,3.517602588,-11.043570229,1764590472.634806871
trajectory,,reference,,,4.095025330,-10.837219369,1764590473.147597075
trajectory,,reference,,,4.576235985,-10.590429241,1764590473.552729368
trajectory,,reference,,,5.069187897,-10.243866954,1764590474.065525293
trajectory,,reference,,,5.567557622,-9.901206488,1764590474.470651150
trajectory,,reference,,,5.936336882,-9.533899352,1764590474.875771046
trajectory,,reference,,,6.365803921,-9.241057471,1764590475.287292719
trajectory,,reference,,,6.871814159,-8.884210409,1764590475.692412615
trajectory,,reference,,,7.307520221,-8.520170188,1764590476.103477478
trajectory,,reference,,,7.824393231,-8.169469801,1764590476.508594275
trajectory,,reference,,,8.259214699,-7.813705769,1764590476.913714170
trajectory,,reference,,,8.802247264,-7.511872774,1764590477.426055908
trajectory,,reference,,,9.335008220,-7.218111049,1764590477.831176043
trajectory,,reference,,,9.763463206,-6.944722332,1764590478.242217541
trajectory,,reference,,,10.287438329,-6.651872243,1764590478.647337437
trajectory,,reference,,,10.711718404,-6.378777152,1764590479.058854580
trajectory,,reference,,,11.153954441,-6.143753861,1764590479.463978291
trajectory,,reference,,,11.717453928,-5.896284603,1764590479.869098186
trajectory,,reference,,,12.210010003,-5.684002630,1764590480.280619621
trajectory,,reference,,,12.765929481,-5.541813115,1764590480.685739517
trajectory,,reference,,,13.358360715,-5.348487188,1764590481.097262383
trajectory,,reference,,,13.846249565,-5.199420505,1764590481.502380848
trajectory,,reference,,,14.425546612,-5.039203899,1764590481.907500744
trajectory,,reference,,,14.923787899,-4.862271917,1764590482.319022417
trajectory,,reference,,,15.451528868,-4.784348633,1764590482.724142313
trajectory,,reference,,,16.050286623,-4.721970512,1764590483.135673046
trajectory,,reference,,,16.547380810,-4.666670867,1764590483.540804148
trajectory,,reference,,,17.086435515,-4.688522419,1764590483.945924044
trajectory,,reference,,,17.657640861,-4.708128882,1764590484.357445717
trajectory,,reference,,,17.998927345,-4.750074638,1764590484.661285639
trajectory,,reference,,,18.487832788,-4.952587817,1764590485.072807074
trajectory,,reference,,,18.946608508,-5.201958420,1764590485.477927685
trajectory,,reference,,,19.137024617,-5.341555371,1764590485.680487633
trajectory,,reference,,,19.532224711,-5.690409822,1764590486.091554403
trajectory,,reference,,,19.937528529,-6.066066189,1764590486.496669769
trajectory,,reference,,,20.346943718,-6.538746268,1764590487.009001493
trajectory,,reference,,,20.753723690,-7.033335987,1764590487.414131403
trajectory,,reference,,,21.103729755,-7.445288722,1764590487.819251537
trajectory,,reference,,,21.441653169,-7.933155368,1764590488.230293274
trajectory,,reference,,,21.851123091,-8.410277053,1764590488.635413170
trajectory,,reference,,,22.207133608,-8.831480492,1764590489.046455622
trajectory,,reference,,,22.637435154,-9.328305766,1764590489.451575041
trajectory,,reference,,,23.041925541,-9.737331297,1764590489.856694937
trajectory,,reference,,,23.431494375,-10.165631710,1764590490.268236637
trajectory,,reference,,,23.856530220,-10.623303955,1764590490.673356533
trajectory,,reference,,,24.265339177,-11.006457225,1764590491.084866285
trajectory,,reference,,,24.642189712,-11.466729565,1764590491.489997387
trajectory,,reference,,,25.022369535,-11.886078062,1764590491.895117283
trajectory,,reference,,,25.381311053,-12.284217607,1764590492.306636572
trajectory,,reference,,,25.828569117,-12.702177294,1764590492.711756468
trajectory,,reference,,,26.136807717,-12.966231768,1764590493.021982908
trajectory,,reference,,,26.491093961,-13.372461774,1764590493.427114964
trajectory,,reference,,,26.827773488,-13.687600350,1764590493.730955124
trajectory,,reference,,,27.215898217,-14.074035630,1764590494.142456770
trajectory,,reference,,,27.648215647,-14.439020168,1764590494.547574520
trajectory,,reference,,,28.110593230,-14.839495301,1764590494.952694416
trajectory,,reference,,,28.515959195,-15.178566617,1764590495.364145756
trajectory,,reference,,,28.971096588,-15.601180938,1764590495.769265652
trajectory,,reference,,,29.428542327,-15.970282455,1764590496.180737734
trajectory,,reference,,,29.839287993,-16.337199366,1764590496.585857868
trajectory,,reference,,,30.333417597,-16.746250136,1764590496.997335911
trajectory,,reference,,,30.837544899,-17.050082662,1764590497.402458191
trajectory,,reference,,,31.326781227,-17.433837460,1764590497.807578087
trajectory,,reference,,,31.848387047,-17.701914559,1764590498.219105005
trajectory,,reference,,,32.349489306,-17.951504447,1764590498.624225140
trajectory,,reference,,,32.803463202,-18.098565936,1764590498.928065062
trajectory,,reference,,,33.418528836,-18.188575564,1764590499.339173317
trajectory,,reference,,,34.041292762,-18.208867946,1764590499.744293451
trajectory,,reference,,,34.552071414,-18.160548785,1764590500.054079056
trajectory,,reference,,,35.121678410,-17.916048636,1764590500.459198952
trajectory,,reference,,,35.651599948,-17.665246681,1764590500.864319086
trajectory,,reference,,,36.177748716,-17.349915765,1764590501.275862455
trajectory,,reference,,,36.623605185,-17.061973720,1764590501.680982590
trajectory,,reference,,,37.116922640,-16.777011439,1764590502.092509508
trajectory,,reference,,,37.578429318,-16.459012576,1764590502.497625351
trajectory,,reference,,,38.023722012,-16.209058703,1764590502.902745247
trajectory,,reference,,,38.551286790,-15.869309805,1764590503.314287424
trajectory,,reference,,,38.968850815,-15.509411663,1764590503.719407320
trajectory,,reference,,,39.419186930,-15.214262866,1764590504.130928040
trajectory,,reference,,,39.889182864,-14.820793969,1764590504.536049128
trajectory,,reference,,,40.252393634,-14.461756629,1764590504.941169262
trajectory,,reference,,,40.677977100,-14.097873783,1764590505.352691174
trajectory,,reference,,,41.057841324,-13.683799419,1764590505.757811308
trajectory,,reference,,,41.398272355,-13.306119081,1764590506.169353485
trajectory,,reference,,,41.815792568,-12.887819328,1764590506.574473381
trajectory,,reference,,,42.173621171,-12.485657215,1764590506.985994577
trajectory,,reference,,,42.569031876,-12.090335324,1764590507.391116619
trajectory,,reference,,,43.017268708,-11.659116579,1764590507.796236515
trajectory,,reference,,,43.395049012,-11.268699394,1764590508.207778931
trajectory,,reference,,,43.842025656,-10.871998899,1764590508.612898827
trajectory,,reference,,,44.194552219,-10.437123806,1764590509.024416685
trajectory,,reference,,,44.527004847,-10.043740671,1764590509.429541826
trajectory,,reference,,,44.942975346,-9.617808482,1764590509.834661961
trajectory,,reference,,,45.266825170,-9.216667355,1764590510.245723963
trajectory,,reference,,,45.665279558,-8.855652994,1764590510.650843859
trajectory,,reference,,,46.053918032,-8.400820686,1764590511.061893940
trajectory,,reference,,,46.371798454,-7.985737605,1764590511.467024088
trajectory,,reference,,,46.761548517,-7.578766870,1764590511.872144222
trajectory,,reference,,,47.069543352,-7.077180966,1764590512.283184290
trajectory,,reference,,,47.399979380,-6.606286635,1764590512.688304424
trajectory,,reference,,,47.752743332,-6.073845974,1764590513.099332809
trajectory,,reference,,,48.011440507,-5.613536865,1764590513.504465103
trajectory,,reference,,,48.329784100,-5.218322221,1764590513.909585238
trajectory,,reference,,,48.607824885,-4.720285476,1764590514.321105480
trajectory,,reference,,,48.895933756,-4.229040706,1764590514.827505350
trajectory,,reference,,,49.246820038,-3.788144915,1764590515.239025354
trajectory,,reference,,,49.636441928,-3.317268991,1764590515.745425463
trajectory,,reference,,,50.061305566,-2.949647593,1764590516.156934977
trajectory,,reference,,,50.447425392,-2.586301668,1764590516.562066317
trajectory,,reference,,,50.709706818,-2.348364300,1764590516.865906477
trajectory,,reference,,,51.163073224,-1.992538530,1764590517.277427673
trajectory,,reference,,,51.547675548,-1.646773039,1764590517.682547808
trajectory,,reference,,,52.065743289,-1.311599747,1764590518.195349693
trajectory,,reference,,,52.532306813,-1.082686588,1764590518.600469828
trajectory,,reference,,,52.819188556,-0.926183547,1764590518.904309750
trajectory,,reference,,,53.103883296,-0.834274113,1764590519.214551926
trajectory,,reference,,,53.600297624,-0.740189145,1764590519.619671822
trajectory,,reference,,,54.120130487,-0.621256464,1764590520.132023096
trajectory,,reference,,,54.718865599,-0.649281630,1764590520.638433456
trajectory,,reference,,,55.129041318,-0.637269971,1764590521.049470425
trajectory,,reference,,,55.399761244,-0.665357489,1764590521.353315592
trajectory,,reference,,,55.656975452,-0.764968761,1764590521.657155514
trajectory,,reference,,,55.839149969,-0.834781754,1764590521.960995674
trajectory,,reference,,,55.963918652,-0.860602549,1764590522.169477224
trajectory,,reference,,,56.113437902,-0.912559872,1764590522.777157068
trajectory,,reference,,,56.109121399,-0.845165325,1764590539.290015936
trajectory,,reference,,,56.106731369,-0.688960826,1764590539.492575884
trajectory,,reference,,,56.113026211,-0.442454694,1764590539.695136070
trajectory,,reference,,,56.117994661,-0.168516815,1764590539.897696018
trajectory,,reference,,,56.114293720,-0.046916853,1764590540.005304813
trajectory,,reference,,,56.064357281,0.192089453,1764590540.207870007
trajectory,,reference,,,55.954490470,0.474796401,1764590540.511709929
trajectory,,reference,,,55.869084109,0.587081455,1764590540.714269876
trajectory,,reference,,,55.745085082,0.658404247,1764590540.916830063
trajectory,,reference,,,55.481601363,0.711671620,1764590541.227054596
trajectory,,reference,,,54.948197411,0.746764851,1764590541.632174492
trajectory,,reference,,,54.644714192,0.728461215,1764590541.834734678
trajectory,,reference,,,54.119272647,0.616928167,1764590542.245847464
trajectory,,reference,,,53.561325974,0.485133134,1764590542.650967598
trajectory,,reference,,,53.265162023,0.371075008,1764590542.853527546
trajectory,,reference,,,52.816401629,0.086308648,1764590543.264620543
trajectory,,reference,,,52.407472883,-0.200855904,1764590543.669740438
trajectory,,reference,,,51.998664777,-0.550519152,1764590544.080828428
trajectory,,reference,,,51.606326939,-0.976270981,1764590544.587229252
trajectory,,reference,,,51.217198330,-1.303689814,1764590544.998296261
trajectory,,reference,,,50.814445751,-1.715277626,1764590545.504694462
trajectory,,reference,,,50.388725484,-2.088416799,1764590546.017512560
trajectory,,reference,,,50.106442262,-2.376741509,1764590546.321355820
trajectory,,reference,,,49.818303516,-2.846944336,1764590546.827755690
trajectory,,reference,,,49.478509111,-3.262856127,1764590547.340555668
trajectory,,reference,,,49.332475685,-3.667106972,1764590547.846955776
trajectory,,reference,,,49.344791693,-3.977719493,1764590548.258475780
trajectory,,reference,,,49.529518975,-4.223504437,1764590549.075110197
trajectory,,reference,,,49.612271519,-4.269287828,1764590549.581516266
trajectory,,reference,,,49.543131815,-4.265625297,1764590567.222030640
trajectory,,reference,,,49.282771407,-4.330653805,1764590567.829710484
trajectory,,reference,,,48.833393876,-4.612110248,1764590568.443741322
trajectory,,reference,,,48.497657116,-5.081329288,1764590568.950141430
trajectory,,reference,,,48.237686935,-5.458679767,1764590569.260761023
trajectory,,reference,,,48.019907048,-5.815752992,1764590569.564601183
trajectory,,reference,,,47.633795422,-6.287585315,1764590570.077405453
trajectory,,reference,,,47.323678923,-6.737295282,1764590570.482527733
trajectory,,reference,,,47.001417909,-7.272720624,1764590570.995366335
trajectory,,reference,,,46.646479259,-7.714590181,1764590571.400487423
trajectory,,reference,,,46.353857766,-8.147633033,1764590571.805607319
trajectory,,reference,,,46.091282920,-8.604386281,1764590572.217252254
trajectory,,reference,,,45.733338069,-9.083688498,1764590572.622372389
trajectory,,reference,,,45.462383496,-9.567628757,1764590573.034457445
trajectory,,reference,,,45.131631362,-10.018745007,1764590573.439587831
trajectory,,reference,,,44.768550745,-10.469800564,1764590573.844707727
trajectory,,reference,,,44.434000092,-10.865232890,1764590574.256753445
trajectory,,reference,,,44.047930236,-11.218133958,1764590574.661873341
trajectory,,reference,,,43.681405188,-11.584398309,1764590575.073409319
trajectory,,reference,,,43.254313103,-11.998768905,1764590575.579813480
trajectory,,reference,,,42.877322849,-12.359611384,1764590575.991319656
trajectory,,reference,,,42.443969064,-12.784191758,1764590576.497724771
trajectory,,reference,,,41.953072368,-13.117424580,1764590577.010462523
trajectory,,reference,,,41.412501352,-13.400560843,1764590577.516867161
trajectory,,reference,,,40.816621505,-13.520228342,1764590578.030052423
trajectory,,reference,,,40.184135512,-13.498052934,1764590578.536448002
trajectory,,reference,,,39.639189801,-13.450002027,1764590578.941567898
trajectory,,reference,,,39.136754681,-13.303147606,1764590579.353018284
trajectory,,reference,,,38.607417935,-13.171828614,1764590579.859418392
trajectory,,reference,,,38.355203756,-13.129446989,1764590580.169643164
trajectory,,reference,,,38.190726195,-13.073294848,1764590580.372203350
trajectory,,reference,,,37.969672393,-12.889442859,1764590580.986329556
trajectory,,reference,,,37.879134075,-12.798396112,1764590581.594017744
trajectory,,reference,,,37.878594604,-12.814819373,1764590602.193485498
trajectory,,reference,,,37.957026076,-12.943807515,1764590602.699885607
trajectory,,reference,,,38.028773523,-13.337579166,1764590603.213165998
trajectory,,reference,,,37.990334617,-13.863825273,1764590603.719566107
trajectory,,reference,,,37.860358117,-14.247541550,1764590604.131561756
trajectory,,reference,,,37.632400119,-14.720501877,1764590604.536684990
trajectory,,reference,,,37.361275484,-15.257708015,1764590605.049956083
trajectory,,reference,,,36.994974868,-15.714545848,1764590605.455080986
trajectory,,reference,,,36.710083314,-16.219172625,1764590605.860200882
trajectory,,reference,,,36.432344756,-16.672510190,1764590606.272174120
trajectory,,reference,,,36.178652126,-17.268867857,1764590606.677294016
trajectory,,reference,,,36.066884972,-17.843272421,1764590607.089257479
trajectory,,reference,,,35.901894762,-18.405573882,1764590607.494392157
trajectory,,reference,,,35.830474874,-18.902864553,1764590607.798232079
trajectory,,reference,,,35.818185620,-19.478660858,1764590608.209776640
trajectory,,reference,,,35.793640648,-20.040973859,1764590608.614896536
trajectory,,reference,,,35.833703655,-20.379885120,1764590608.817456722
trajectory,,reference,,,36.018303135,-20.914436818,1764590609.229004860
trajectory,,reference,,,36.092039479,-21.431579575,1764590609.634124756
trajectory,,reference,,,36.129723449,-22.006210580,1764590610.045672417
trajectory,,reference,,,36.154794434,-22.339739197,1764590610.349512339
trajectory,,reference,,,35.925890617,-22.884138995,1764590610.855912447
trajectory,,reference,,,35.695233237,-23.396450274,1764590611.267456770
trajectory,,reference,,,35.387637046,-23.803670755,1764590611.672576666
trajectory,,reference,,,35.039302999,-24.306515639,1764590612.084587097
trajectory,,reference,,,34.817020474,-24.825255623,1764590612.489717960
trajectory,,reference,,,34.553437733,-25.274906255,1764590612.894838095
trajectory,,reference,,,34.410749137,-25.720622919,1764590613.205558777
trajectory,,reference,,,34.371691280,-26.121804503,1764590613.509398699
trajectory,,reference,,,34.345891927,-26.620882822,1764590613.914518833
trajectory,,reference,,,34.335812546,-26.891293315,1764590614.123950481
trajectory,,reference,,,34.390918589,-27.294171995,1764590614.427795649
trajectory,,reference,,,34.592069389,-27.854056888,1764590614.934195757
trajectory,,reference,,,34.769237236,-28.320182529,1764590615.346170187
trajectory,,reference,,,35.036264648,-28.812043211,1764590615.852570057
trajectory,,reference,,,35.312718007,-29.299553745,1764590616.467108250
trajectory,,reference,,,35.682146495,-29.664538286,1764590617.284231901
trajectory,,reference,,,35.822144190,-29.704758260,1764590617.588071823
trajectory,,reference,,,35.882741141,-29.504261219,1764590618.303477526
trajectory,,reference,,,35.967226170,-29.444109977,1764590632.678002834
trajectory,,reference,,,35.929873030,-29.510505309,1764590633.089519978
trajectory,,reference,,,35.860034076,-29.476524045,1764590633.697203875
trajectory,,reference,,,35.602467369,-28.978331408,1764590634.514324903
trajectory,,reference,,,35.369027256,-28.420247046,1764590635.128891468
trajectory,,reference,,,35.044987187,-28.020440367,1764590635.635286808
trajectory,,reference,,,34.816464521,-27.534374915,1764590636.148576498
trajectory,,reference,,,34.753261995,-27.024175076,1764590636.654987574
trajectory,,reference,,,34.683688943,-26.663752688,1764590637.066893578
trajectory,,reference,,,34.934946333,-26.121283315,1764590637.573306561
trajectory,,reference,,,35.208306677,-25.650078912,1764590638.086570978
trajectory,,reference,,,35.464529924,-25.336159155,1764590638.491686821
trajectory,,reference,,,35.785820480,-25.023138982,1764590638.896806955
trajectory,,reference,,,35.980856645,-24.842880065,1764590639.207549095
trajectory,,reference,,,36.195473480,-24.645894070,1764590639.511389256
trajectory,,reference,,,36.724134423,-24.463076697,1764590640.024668932
trajectory,,reference,,,37.038388672,-24.372998670,1764590640.328512669
trajectory,,reference,,,37.311446149,-24.332131633,1764590640.632352829
trajectory,,reference,,,37.499408023,-24.360618616,1764590640.834912777
trajectory,,reference,,,37.765691432,-24.442498823,1764590641.145183325
trajectory,,reference,,,38.042016281,-24.464053737,1764590641.449036360
trajectory,,reference,,,38.402165379,-24.597084843,1764590641.955436230
trajectory,,reference,,,38.800935290,-24.942295482,1764590642.569518566
trajectory,,reference,,,39.040105804,-25.353066849,1764590643.183599949
trajectory,,reference,,,39.069906481,-25.546339896,1764590643.487439871
trajectory,,reference,,,39.079563485,-25.648824664,1764590643.689999819
trajectory,,reference,,,39.054020029,-25.532167620,1764590661.638258696
trajectory,,reference,,,39.076479273,-25.389439098,1764590661.840818644
trajectory,,reference,,,39.095893037,-25.263588838,1764590662.049795151
trajectory,,reference,,,39.120018553,-25.139508307,1764590662.252360106
trajectory,,reference,,,39.133533796,-25.040589884,1764590662.454920292
trajectory,,reference,,,39.144415546,-24.947688866,1764590662.758760214
trajectory,,reference,,,39.151866839,-24.904670238,1764590662.961320162
trajectory,,reference,,,38.919951836,-24.689115605,1764590663.575403929
trajectory,,reference,,,38.793128452,-24.554861958,1764590663.777964115
trajectory,,reference,,,38.378348840,-24.121086718,1764590664.392068386
trajectory,,reference,,,38.060346170,-23.805767064,1764590664.797188282
