panel,dataset,condition,metric,value,x,y,stamp
gravity,IH,Native,R@1,69.062500000,,,
gravity,IH,Native,R@5,86.875000000,,,
gravity,IH,+G,R@1,69.375000000,,,
gravity,IH,+G,R@5,86.875000000,,,
gravity,CH,Native,R@1,51.351351351,,,
gravity,CH,Native,R@5,70.270270270,,,
gravity,CH,+G,R@1,64.189189189,,,
gravity,CH,+G,R@5,87.162162162,,,
split,IH,Fixed 2.5 m,R@1,68.437500000,,,
split,IH,Fixed 2.5 m,R@5,87.187500000,,,
split,IH,Adaptive,R@1,69.375000000,,,
split,IH,Adaptive,R@5,86.875000000,,,
split,CH,Fixed 2.5 m,R@1,64.189189189,,,
split,CH,Fixed 2.5 m,R@5,86.486486486,,,
split,CH,Adaptive,R@1,64.189189189,,,
split,CH,Adaptive,R@5,87.162162162,,,
split,H1→H2,Fixed 2.5 m,R@1,48.275862069,,,
split,H1→H2,Fixed 2.5 m,R@5,68.965517241,,,
split,H1→H2,Adaptive,R@1,48.275862069,,,
split,H1→H2,Adaptive,R@5,70.689655172,,,
split,H1→V1,Fixed 2.5 m,R@1,54.385964912,,,
split,H1→V1,Fixed 2.5 m,R@5,80.701754386,,,
split,H1→V1,Adaptive,R@1,54.385964912,,,
split,H1→V1,Adaptive,R@5,82.456140351,,,
trajectory,,localized,,,45.545612625,16.428970253,1764590792.413242817
trajectory,,localized,,,45.546629718,16.428535528,1764590792.716984034
trajectory,,localized,,,45.547342900,16.430831718,1764590793.021199942
trajectory,,localized,,,45.548544532,16.431317345,1764590793.333641291
trajectory,,localized,,,45.551818600,16.431892806,1764590793.637481451
trajectory,,localized,,,45.548119036,16.430239676,1764590793.941321373
trajectory,,localized,,,45.548023322,16.429027142,1764590794.252022028
trajectory,,localized,,,45.545953947,16.429967674,1764590794.555867195
trajectory,,localized,,,45.548046648,16.431472818,1764590794.859717131
trajectory,,localized,,,45.547146932,16.429716291,1764590795.170425892
trajectory,,localized,,,45.545712987,16.430126701,1764590795.474277258
trajectory,,localized,,,45.547251803,16.429389760,1764590795.778117180
trajectory,,localized,,,45.544336392,16.429728369,1764590796.081264973
trajectory,,localized,,,45.549325298,16.430972180,1764590796.392678499
trajectory,,localized,,,45.547870708,16.430052062,1764590796.696518660
trajectory,,localized,,,45.545322777,16.426798053,1764590797.000358582
trajectory,,localized,,,45.544743108,16.430627925,1764590797.311362028
trajectory,,localized,,,45.546660249,16.434445459,1764590797.615083218
trajectory,,localized,,,45.545693909,16.432435030,1764590797.918764830
trajectory,,localized,,,45.542433971,16.430546591,1764590798.230437040
trajectory,,localized,,,45.546302871,16.433562542,1764590798.534281731
trajectory,,localized,,,45.544833199,16.431204489,1764590798.838121653
trajectory,,localized,,,45.544807477,16.430547815,1764590799.149328947
trajectory,,localized,,,45.545364335,16.430454446,1764590799.453149557
trajectory,,localized,,,45.549402555,16.430221488,1764590799.757004261
trajectory,,localized,,,45.546410502,16.430199632,1764590800.060839415
trajectory,,localized,,,45.547226214,16.432687720,1764590800.369861603
trajectory,,localized,,,45.547514220,16.431070250,1764590800.673444510
trajectory,,localized,,,45.545120035,16.430755411,1764590800.977284431
trajectory,,localized,,,45.549759821,16.430103037,1764590801.290964365
trajectory,,localized,,,45.544198290,16.426940660,1764590801.594814062
trajectory,,localized,,,45.549500723,16.429535944,1764590801.898654222
trajectory,,localized,,,45.525691913,16.450450247,1764590802.209758997
trajectory,,localized,,,45.491906427,16.622452571,1764590802.513505220
trajectory,,localized,,,45.531644920,16.890052557,1764590802.817285776
trajectory,,localized,,,45.577668089,17.144410623,1764590803.128796816
trajectory,,localized,,,45.469818250,17.357037767,1764590803.432649612
trajectory,,localized,,,45.299783131,17.500707700,1764590803.736489534
trajectory,,localized,,,45.082636923,17.600171446,1764590804.040329695
trajectory,,localized,,,44.828738664,17.690428074,1764590804.351551294
trajectory,,localized,,,44.500085019,17.723074811,1764590804.655391455
trajectory,,localized,,,44.162354862,17.674349680,1764590804.959231377
trajectory,,localized,,,43.867002794,17.568387420,1764590805.270427465
trajectory,,localized,,,43.582845549,17.439929322,1764590805.574272394
trajectory,,localized,,,43.259879490,17.258644232,1764590805.878112316
trajectory,,localized,,,42.941099686,17.048358964,1764590806.189313650
trajectory,,localized,,,42.667100539,16.861527728,1764590806.493152618
trajectory,,localized,,,42.402818566,16.700614528,1764590806.796992779
trajectory,,localized,,,42.069592968,16.491922942,1764590807.100832701
trajectory,,localized,,,41.749259481,16.265668501,1764590807.411590815
trajectory,,localized,,,41.465712893,16.096416239,1764590807.715237856
trajectory,,localized,,,41.151741676,15.922628268,1764590808.019038200
trajectory,,localized,,,40.773912569,15.719553995,1764590808.331389189
trajectory,,localized,,,40.463398946,15.515488224,1764590808.635229111
trajectory,,localized,,,40.157107172,15.358866391,1764590808.939069033
trajectory,,localized,,,39.810786270,15.193269455,1764590809.249884844
trajectory,,localized,,,39.453850509,14.973337870,1764590809.553601265
trajectory,,localized,,,39.166758867,14.762306925,1764590809.857322454
trajectory,,localized,,,38.886027282,14.583545533,1764590810.168899298
trajectory,,localized,,,38.535351593,14.377115927,1764590810.473952055
trajectory,,localized,,,38.215088528,14.157152057,1764590810.777792215
trajectory,,localized,,,37.943602680,13.952982134,1764590811.081632137
trajectory,,localized,,,37.639111774,13.740388848,1764590811.392916203
trajectory,,localized,,,37.293716048,13.475963754,1764590811.696696758
trajectory,,localized,,,37.003260070,13.231349849,1764590812.000457525
trajectory,,localized,,,36.718054175,12.996420441,1764590812.312670946
trajectory,,localized,,,36.368809061,12.726343476,1764590812.616510868
trajectory,,localized,,,36.055630248,12.450107506,1764590812.920350790
trajectory,,localized,,,35.827811865,12.203581293,1764590813.232016087
trajectory,,localized,,,35.591691347,11.968927914,1764590813.535870790
trajectory,,localized,,,35.280872981,11.762444567,1764590813.839710951
trajectory,,localized,,,35.038721136,11.582641842,1764590814.151382685
trajectory,,localized,,,34.811079532,11.417426479,1764590814.455232143
trajectory,,localized,,,34.536156056,11.236833317,1764590814.759072304
trajectory,,localized,,,34.247463439,11.018534391,1764590815.062912464
trajectory,,localized,,,34.053093862,10.749633852,1764590815.374580145
trajectory,,localized,,,33.896881471,10.460657162,1764590815.678435087
trajectory,,localized,,,33.768907029,10.113977700,1764590815.982275009
trajectory,,localized,,,33.754842195,9.712533298,1764590816.293502808
trajectory,,localized,,,33.837647330,9.362047098,1764590816.597357750
trajectory,,localized,,,33.915184519,9.057983655,1764590816.901197672
trajectory,,localized,,,34.005479646,8.807564990,1764590817.212390423
trajectory,,localized,,,34.110120851,8.625580567,1764590817.516235352
trajectory,,localized,,,34.152359832,8.499371277,1764590817.819808006
trajectory,,localized,,,34.154811230,8.430385773,1764590818.130733967
trajectory,,localized,,,34.168855066,8.385012306,1764590818.433459759
trajectory,,localized,,,34.182581697,8.357796698,1764590818.738961935
trajectory,,localized,,,34.168810931,8.345534833,1764590819.040234566
trajectory,,localized,,,34.155598834,8.344132284,1764590819.353992701
trajectory,,localized,,,34.156172965,8.348756183,1764590819.657837868
trajectory,,localized,,,34.152601176,8.343943046,1764590819.961608410
trajectory,,localized,,,34.162063535,8.347223875,1764590820.271085739
trajectory,,localized,,,34.155809641,8.342153567,1764590820.574876070
trajectory,,localized,,,34.161396597,8.336347698,1764590820.878711224
trajectory,,localized,,,34.163340610,8.341865967,1764590821.190246344
trajectory,,localized,,,34.160241361,8.340720945,1764590821.496560574
trajectory,,localized,,,34.161060548,8.339451325,1764590821.800400496
trajectory,,localized,,,34.158802774,8.341481092,1764590822.112078190
trajectory,,localized,,,34.160860024,8.343316353,1764590822.414501667
trajectory,,localized,,,34.162895190,8.342849487,1764590822.718346834
trajectory,,localized,,,34.162583996,8.337549889,1764590823.022211552
trajectory,,localized,,,34.163122070,8.341960847,1764590823.335283279
trajectory,,localized,,,34.165254084,8.348221836,1764590823.639123440
trajectory,,localized,,,34.165495583,8.343453409,1764590823.942963362
trajectory,,localized,,,34.166544879,8.343517916,1764590824.254466534
trajectory,,localized,,,34.164653342,8.339932068,1764590824.558484316
trajectory,,localized,,,34.163175390,8.343962574,1764590824.862087250
trajectory,,localized,,,34.167159132,8.344233345,1764590825.173577309
trajectory,,localized,,,34.169555588,8.346745003,1764590825.477281809
trajectory,,localized,,,34.160597436,8.341052525,1764590825.781002998
trajectory,,localized,,,34.162529730,8.339217011,1764590826.084758759
trajectory,,localized,,,34.166943041,8.344211234,1764590826.396697760
trajectory,,localized,,,34.170102008,8.347969552,1764590826.700414419
trajectory,,localized,,,34.163687395,8.345789568,1764590827.004437208
trajectory,,localized,,,34.160415659,8.343732712,1764590827.316129446
trajectory,,localized,,,34.162302825,8.343297788,1764590827.619969368
trajectory,,localized,,,34.165646998,8.340704915,1764590827.923809528
trajectory,,localized,,,34.162577084,8.341283038,1764590828.234369755
trajectory,,localized,,,34.161573922,8.341782398,1764590828.538086414
trajectory,,localized,,,34.162913061,8.346310254,1764590828.841688871
trajectory,,localized,,,34.163371364,8.340555966,1764590829.153323889
trajectory,,localized,,,34.163865510,8.340991637,1764590829.454574585
trajectory,,localized,,,34.164559098,8.345437801,1764590829.758280993
trajectory,,localized,,,34.162950445,8.344588805,1764590830.062120914
trajectory,,localized,,,34.164234904,8.341275137,1764590830.377042770
trajectory,,localized,,,34.163007906,8.340890115,1764590830.680843115
trajectory,,localized,,,34.165438860,8.346561860,1764590830.984584093
trajectory,,localized,,,34.163367934,8.347931580,1764590831.294098854
trajectory,,localized,,,34.167484247,8.345784222,1764590831.597775459
trajectory,,localized,,,34.166988085,8.345358280,1764590831.901644945
trajectory,,localized,,,34.160649297,8.343791178,1764590832.215845108
trajectory,,localized,,,34.160616504,8.339333607,1764590832.519690275
trajectory,,localized,,,34.162454969,8.340451786,1764590832.823540211
trajectory,,localized,,,34.165140862,8.341173946,1764590833.135217667
trajectory,,localized,,,34.162573411,8.338204387,1764590833.438092709
trajectory,,localized,,,34.162114621,8.341188744,1764590833.741893291
trajectory,,localized,,,34.164322171,8.368111752,1764590834.045753002
trajectory,,localized,,,34.103633329,8.456244835,1764590834.358404398
trajectory,,localized,,,34.056903704,8.522285820,1764590834.661670685
trajectory,,localized,,,34.006507289,8.607119276,1764590834.966104269
trajectory,,localized,,,33.960124268,8.697356194,1764590835.276945829
trajectory,,localized,,,33.950390770,8.800573781,1764590835.581013680
trajectory,,localized,,,33.940253500,8.857841205,1764590835.884695530
trajectory,,localized,,,33.844923685,8.801323252,1764590836.196315765
trajectory,,localized,,,33.637253218,8.652437089,1764590836.501008987
trajectory,,localized,,,33.402002179,8.465748413,1764590836.804849148
trajectory,,localized,,,33.067250192,8.244101363,1764590837.116074085
trajectory,,localized,,,32.681641940,7.954972108,1764590837.419397116
trajectory,,localized,,,32.329396649,7.670828314,1764590837.723157644
trajectory,,localized,,,32.030062637,7.483878233,1764590838.027452707
trajectory,,localized,,,31.679303722,7.314297910,1764590838.338814259
trajectory,,localized,,,31.276616046,7.116936673,1764590838.642654419
trajectory,,localized,,,30.948695906,6.926979060,1764590838.946494579
trajectory,,localized,,,30.634380422,6.787265123,1764590839.257695913
trajectory,,localized,,,30.259097243,6.635175389,1764590839.561535597
trajectory,,localized,,,29.959450995,6.515097290,1764590839.865375757
trajectory,,localized,,,29.725057825,6.498497077,1764590840.176562786
trajectory,,localized,,,29.445809660,6.554311997,1764590840.478670120
trajectory,,localized,,,29.058474759,6.583389160,1764590840.782470465
trajectory,,localized,,,28.697763353,6.515494021,1764590841.086369991
trajectory,,localized,,,28.385100308,6.358213494,1764590841.399745464
trajectory,,localized,,,28.067092238,6.163240400,1764590841.703580618
trajectory,,localized,,,27.790987556,5.845851945,1764590842.007425547
trajectory,,localized,,,27.650696671,5.466748360,1764590842.318491697
trajectory,,localized,,,27.568330512,5.056996983,1764590842.622232914
trajectory,,localized,,,27.582219288,4.606512677,1764590842.925974131
trajectory,,localized,,,27.656276602,4.173406195,1764590843.238451958
trajectory,,localized,,,27.699021460,3.816830058,1764590843.542306662
trajectory,,localized,,,27.753947859,3.515137108,1764590843.846146822
trajectory,,localized,,,27.933526733,3.307940802,1764590844.157819033
trajectory,,localized,,,28.250766142,3.211528129,1764590844.461195230
trajectory,,localized,,,28.597968320,3.142249694,1764590844.765475512
trajectory,,localized,,,28.937997885,3.087366280,1764590845.069231510
trajectory,,localized,,,29.236853768,3.003477072,1764590845.381059885
trajectory,,localized,,,29.518934342,2.915917097,1764590845.684900045
trajectory,,localized,,,29.682998551,2.749228830,1764590845.988739729
trajectory,,localized,,,29.874045582,2.436760834,1764590846.300456047
trajectory,,localized,,,30.054157559,2.126177583,1764590846.604310751
trajectory,,localized,,,30.238225416,1.893057108,1764590846.908150673
trajectory,,localized,,,30.372567318,1.639906542,1764590847.219851017
trajectory,,localized,,,30.480306441,1.294653740,1764590847.523695707
trajectory,,localized,,,30.631480977,1.021486334,1764590847.827535868
trajectory,,localized,,,30.830182491,0.868349515,1764590848.139227629
trajectory,,localized,,,30.946726970,0.777220385,1764590848.441574335
trajectory,,localized,,,30.985843469,0.726350309,1764590848.745315313
trajectory,,localized,,,30.985026565,0.732277701,1764590849.049709558
trajectory,,localized,,,30.997322405,0.704020562,1764590849.361951351
trajectory,,localized,,,31.080082585,0.601932057,1764590849.665791273
trajectory,,localized,,,31.191634523,0.512614651,1764590849.969631433
trajectory,,localized,,,31.275116702,0.460874031,1764590850.280755997
trajectory,,localized,,,31.313865364,0.409785910,1764590850.584610701
trajectory,,localized,,,31.305094619,0.392060388,1764590850.888450623
trajectory,,localized,,,31.319910563,0.386129299,1764590851.198942661
trajectory,,localized,,,31.334553797,0.381050765,1764590851.501704216
trajectory,,localized,,,31.337861691,0.390429080,1764590851.805465460
trajectory,,localized,,,31.338010666,0.387232168,1764590852.117035866
trajectory,,localized,,,31.335589528,0.390478946,1764590852.422179937
trajectory,,localized,,,31.335493587,0.390680642,1764590852.726020098
trajectory,,localized,,,31.334015404,0.391033036,1764590853.029860020
trajectory,,localized,,,31.338376267,0.391459286,1764590853.341114283
trajectory,,localized,,,31.332793016,0.389908444,1764590853.644835472
trajectory,,localized,,,31.332829297,0.389269166,1764590853.949274063
trajectory,,localized,,,31.339278630,0.391545996,1764590854.259583712
trajectory,,localized,,,31.339043545,0.389941657,1764590854.563314676
trajectory,,localized,,,31.338323257,0.389488990,1764590854.867016554
trajectory,,localized,,,31.334860765,0.388864327,1764590855.178884506
trajectory,,localized,,,31.338784574,0.390695438,1764590855.484401703
trajectory,,localized,,,31.338145270,0.394410725,1764590855.788122892
trajectory,,localized,,,31.339269254,0.393545189,1764590856.091769695
trajectory,,localized,,,31.339227847,0.388395782,1764590856.403872728
trajectory,,localized,,,31.333282974,0.390312157,1764590856.707712650
trajectory,,localized,,,31.336840101,0.393825456,1764590857.011552572
trajectory,,localized,,,31.339131485,0.387228845,1764590857.321700573
trajectory,,localized,,,31.336718325,0.389021727,1764590857.627063990
trajectory,,localized,,,31.336478729,0.390010612,1764590857.930903912
trajectory,,localized,,,31.338118567,0.391550920,1764590858.242463827
trajectory,,localized,,,31.337648211,0.392302644,1764590858.546318769
trajectory,,localized,,,31.337347181,0.393124973,1764590858.850158691
trajectory,,localized,,,31.336534513,0.390873117,1764590859.161260366
trajectory,,localized,,,31.336839200,0.390633202,1764590859.464148521
trajectory,,localized,,,31.337805345,0.394354832,1764590859.767889500
trajectory,,localized,,,31.339969834,0.391673469,1764590860.072263956
trajectory,,localized,,,31.337464327,0.392569529,1764590860.383954763
trajectory,,localized,,,31.333951226,0.387852692,1764590860.687794924
trajectory,,localized,,,31.335862650,0.391542787,1764590860.991634846
trajectory,,localized,,,31.339988178,0.393459063,1764590861.302865267
trajectory,,localized,,,31.336828626,0.393954756,1764590861.606705189
trajectory,,localized,,,31.336442958,0.391910043,1764590861.910545349
trajectory,,localized,,,31.337997547,0.388497621,1764590862.220907688
trajectory,,localized,,,31.338819568,0.391664716,1764590862.524713516
trajectory,,localized,,,31.338307030,0.391465272,1764590862.829503059
trajectory,,localized,,,31.336371084,0.388866169,1764590863.140295506
trajectory,,localized,,,31.333785574,0.390973200,1764590863.444617271
trajectory,,localized,,,31.336958000,0.389056393,1764590863.748457432
trajectory,,localized,,,31.337493079,0.391179971,1764590864.052297354
trajectory,,localized,,,31.335000090,0.389919389,1764590864.363458633
trajectory,,localized,,,31.307946088,0.417727454,1764590864.667308569
trajectory,,localized,,,31.157057526,0.516282544,1764590864.970931053
trajectory,,localized,,,31.019439521,0.533082828,1764590865.283340216
trajectory,,localized,,,30.818511279,0.437290227,1764590865.587194920
trajectory,,localized,,,30.593728810,0.310026084,1764590865.891035080
trajectory,,localized,,,30.406566490,0.144978263,1764590866.201905012
trajectory,,localized,,,30.178485687,-0.015501020,1764590866.506482124
trajectory,,localized,,,29.874092481,-0.161998874,1764590866.810321808
trajectory,,localized,,,29.557973129,-0.285851005,1764590867.121972561
trajectory,,localized,,,29.272044013,-0.384595982,1764590867.425818682
trajectory,,localized,,,28.961623910,-0.437043144,1764590867.729658842
trajectory,,localized,,,28.584672713,-0.447953837,1764590868.033498764
trajectory,,localized,,,28.204908197,-0.493600810,1764590868.343918800
trajectory,,localized,,,27.840274808,-0.536750929,1764590868.647640228
trajectory,,localized,,,27.501403825,-0.545559550,1764590868.951381207
trajectory,,localized,,,27.136452480,-0.578157841,1764590869.264589310
trajectory,,localized,,,26.803041955,-0.625282065,1764590869.568434000
trajectory,,localized,,,26.482474926,-0.689968645,1764590869.872274160
trajectory,,localized,,,26.162709653,-0.759475113,1764590870.183525324
trajectory,,localized,,,25.805938289,-0.876801916,1764590870.487164736
trajectory,,localized,,,25.518698969,-1.024069263,1764590870.790945530
trajectory,,localized,,,25.269092070,-1.159165964,1764590871.095042467
trajectory,,localized,,,25.019938565,-1.219539716,1764590871.406268597
trajectory,,localized,,,24.826579607,-1.227449866,1764590871.710108519
trajectory,,localized,,,24.823976899,-1.138690031,1764590872.012524128
trajectory,,localized,,,24.894950680,-1.014293660,1764590872.325169802
trajectory,,localized,,,24.905907269,-0.742538732,1764590872.629009962
trajectory,,localized,,,24.854720769,-0.386313301,1764590872.932850122
trajectory,,localized,,,24.778707389,-0.027334778,1764590873.243547678
trajectory,,localized,,,24.776180495,0.370121700,1764590873.547857761
trajectory,,localized,,,24.817571952,0.834570127,1764590873.851702452
trajectory,,localized,,,24.887460129,1.263645894,1764590874.163327456
trajectory,,localized,,,24.986551842,1.658124670,1764590874.467170238
trajectory,,localized,,,25.120720930,2.044055053,1764590874.771010160
trajectory,,localized,,,25.269512780,2.424963272,1764590875.074850082
trajectory,,localized,,,25.434243773,2.767424008,1764590875.386427879
trajectory,,localized,,,25.598011843,3.076302277,1764590875.690267801
trajectory,,localized,,,25.772468916,3.383119704,1764590875.994107723
trajectory,,localized,,,25.868358327,3.675441502,1764590876.305719852
trajectory,,localized,,,25.943599490,3.928865995,1764590876.609574556
trajectory,,localized,,,25.986527576,4.114418295,1764590876.913414478
trajectory,,localized,,,26.032143478,4.241953187,1764590877.223865747
trajectory,,localized,,,26.041696448,4.333996835,1764590877.527641296
trajectory,,localized,,,25.997621383,4.414428232,1764590877.831317902
trajectory,,localized,,,26.028279971,4.499751203,1764590878.143207788
trajectory,,localized,,,26.107375573,4.620764784,1764590878.448451281
trajectory,,localized,,,26.180086077,4.698053443,1764590878.752291441
trajectory,,localized,,,26.274284571,4.724843208,1764590879.056131124
trajectory,,localized,,,26.340869022,4.720504445,1764590879.366635561
trajectory,,localized,,,26.346600989,4.775468726,1764590879.670376539
trajectory,,localized,,,26.296838625,4.831155182,1764590879.974137545
trajectory,,localized,,,26.251223236,4.857597855,1764590880.287048101
trajectory,,localized,,,26.228015472,4.861543205,1764590880.590917826
trajectory,,localized,,,26.228166089,4.854736935,1764590880.894733429
trajectory,,localized,,,26.225239587,4.852346252,1764590881.206376076
trajectory,,localized,,,26.231338447,4.855166602,1764590881.510114670
trajectory,,localized,,,26.231201357,4.856023431,1764590881.813816309
trajectory,,localized,,,26.229535012,4.855834221,1764590882.125363111
trajectory,,localized,,,26.231856622,4.857293494,1764590882.429218054
trajectory,,localized,,,26.230650450,4.857859013,1764590882.733057976
trajectory,,localized,,,26.235069932,4.860076111,1764590883.036893129
trajectory,,localized,,,26.232626660,4.856474774,1764590883.348102808
trajectory,,localized,,,26.231810183,4.854200838,1764590883.651942730
trajectory,,localized,,,26.233245203,4.856803548,1764590883.955782890
trajectory,,localized,,,26.231896812,4.854079658,1764590884.267010927
trajectory,,localized,,,26.233456574,4.856819918,1764590884.570850611
trajectory,,localized,,,26.233947380,4.856741718,1764590884.874690771
trajectory,,localized,,,26.234191532,4.859001071,1764590885.186407089
trajectory,,localized,,,26.234782507,4.856570698,1764590885.490257978
trajectory,,localized,,,26.234360560,4.854234213,1764590885.794098139
trajectory,,localized,,,26.233649864,4.856998930,1764590886.097938061
trajectory,,localized,,,26.233968986,4.858929409,1764590886.409643173
trajectory,,localized,,,26.234782492,4.858162910,1764590886.713483095
trajectory,,localized,,,26.230897542,4.857956870,1764590887.017323256
trajectory,,localized,,,26.229732837,4.856732505,1764590887.329006433
trajectory,,localized,,,26.233700615,4.854316235,1764590887.632846594
trajectory,,localized,,,26.234615786,4.856944542,1764590887.936686516
trajectory,,localized,,,26.234350704,4.855690911,1764590888.246276617
trajectory,,localized,,,26.232469063,4.858902731,1764590888.550013065
trajectory,,localized,,,26.235327487,4.857571751,1764590888.853754282
trajectory,,localized,,,26.235981658,4.859203662,1764590889.165686846
trajectory,,localized,,,26.234443417,4.856213527,1764590889.471591234
trajectory,,localized,,,26.229905471,4.857720851,1764590889.775431395
trajectory,,localized,,,26.233715476,4.857760467,1764590890.079271317
trajectory,,localized,,,26.233900251,4.858224286,1764590890.389746666
trajectory,,localized,,,26.234295681,4.857029692,1764590890.693507671
trajectory,,localized,,,26.238313903,4.857735886,1764590890.997248650
trajectory,,localized,,,26.232217129,4.856541952,1764590891.310320616
trajectory,,localized,,,26.237372519,4.857356543,1764590891.614175320
trajectory,,localized,,,26.233478621,4.856128019,1764590891.918015480
trajectory,,localized,,,26.230627649,4.855768962,1764590892.229098797
trajectory,,localized,,,26.233654808,4.854581179,1764590892.533537626
trajectory,,localized,,,26.233725550,4.856424229,1764590892.837377787
trajectory,,localized,,,26.236326815,4.856842267,1764590893.148444176
trajectory,,localized,,,26.236161995,4.859327152,1764590893.451376200
trajectory,,localized,,,26.233787891,4.856242457,1764590893.755097389
trajectory,,localized,,,26.232991210,4.854764230,1764590894.059684515
trajectory,,localized,,,26.234534652,4.858094907,1764590894.370945692
trajectory,,localized,,,26.230770680,4.857960500,1764590894.675122261
trajectory,,localized,,,26.235547491,4.856228769,1764590894.978650331
trajectory,,localized,,,26.233664504,4.859042729,1764590895.290207386
trajectory,,localized,,,26.236535973,4.857325664,1764590895.594062328
trajectory,,localized,,,26.234849816,4.856222394,1764590895.897902250
trajectory,,localized,,,26.233527727,4.859857622,1764590896.209561586
trajectory,,localized,,,26.234036468,4.856180763,1764590896.513401508
trajectory,,localized,,,26.234453726,4.857866125,1764590896.817122698
trajectory,,localized,,,26.230221870,4.855816152,1764590897.128459215
trajectory,,localized,,,26.233772046,4.857028403,1764590897.432300091
trajectory,,localized,,,26.235750743,4.855513535,1764590897.736140251
trajectory,,localized,,,26.236212446,4.857777574,1764590898.039980173
trajectory,,localized,,,26.232170824,4.857183422,1764590898.351640463
trajectory,,localized,,,26.236490654,4.858092123,1764590898.655480623
trajectory,,localized,,,26.238405218,4.858732546,1764590898.959320784
trajectory,,localized,,,26.235875413,4.856620973,1764590899.269179583
trajectory,,localized,,,26.218373950,4.855910662,1764590899.572940111
trajectory,,localized,,,26.191546686,4.725379910,1764590899.876720905
trajectory,,localized,,,26.254959172,4.485433260,1764590900.188675165
trajectory,,localized,,,26.267874169,4.223187672,1764590900.494173288
trajectory,,localized,,,26.138611854,3.937189694,1764590900.798013449
trajectory,,localized,,,25.994435567,3.615500947,1764590901.101853371
trajectory,,localized,,,25.854226654,3.305674797,1764590901.412655830
trajectory,,localized,,,25.694542268,3.001889369,1764590901.717346191
trajectory,,localized,,,25.492730021,2.644182294,1764590902.020493984
trajectory,,localized,,,25.308738019,2.322269475,1764590902.332868576
trajectory,,localized,,,25.130611781,2.011269585,1764590902.636708498
trajectory,,localized,,,24.913388738,1.721173111,1764590902.940548420
trajectory,,localized,,,24.675982961,1.368010478,1764590903.252247095
trajectory,,localized,,,24.520609599,1.035710850,1764590903.556087255
trajectory,,localized,,,24.364569086,0.716740998,1764590903.859907389
trajectory,,localized,,,24.199725478,0.346460937,1764590904.170281172
trajectory,,localized,,,24.071063953,-0.061147400,1764590904.475048542
trajectory,,localized,,,24.022572555,-0.432600156,1764590904.778888702
trajectory,,localized,,,23.984645937,-0.773490859,1764590905.082728624
trajectory,,localized,,,23.955346689,-1.183330257,1764590905.393541813
trajectory,,localized,,,23.981734792,-1.569222137,1764590905.697243452
trajectory,,localized,,,24.025611106,-1.904798161,1764590906.000727415
trajectory,,localized,,,24.034568384,-2.247449606,1764590906.312849998
trajectory,,localized,,,24.000598320,-2.646389671,1764590906.616694689
trajectory,,localized,,,23.959271983,-3.019235837,1764590906.920534611
trajectory,,localized,,,23.875668299,-3.383668720,1764590907.231838226
trajectory,,localized,,,23.774121638,-3.747027117,1764590907.535629034
trajectory,,localized,,,23.646769823,-4.072063573,1764590907.839350224
trajectory,,localized,,,23.493317029,-4.312599046,1764590908.151297331
trajectory,,localized,,,23.319813927,-4.481349752,1764590908.455340385
trajectory,,localized,,,23.093739484,-4.616752000,1764590908.759180546
trajectory,,localized,,,22.865796423,-4.716415471,1764590909.063020468
trajectory,,localized,,,22.683640288,-4.803231282,1764590909.374699831
trajectory,,localized,,,22.523314258,-4.874223013,1764590909.678520203
trajectory,,localized,,,22.454712845,-4.902530397,1764590909.982221842
trajectory,,localized,,,22.433146855,-4.921636925,1764590910.294044018
trajectory,,localized,,,22.415687253,-4.897120819,1764590910.597898960
trajectory,,localized,,,22.394785966,-4.894620318,1764590910.901739120
trajectory,,localized,,,22.395331929,-4.894978776,1764590911.213412523
trajectory,,localized,,,22.399668044,-4.896744690,1764590911.517262220
trajectory,,localized,,,22.393485476,-4.876599621,1764590911.821102142
trajectory,,localized,,,22.394528330,-4.882875903,1764590912.132808685
trajectory,,localized,,,22.393092049,-4.884139631,1764590912.436651230
trajectory,,localized,,,22.394408837,-4.881626484,1764590912.740486383
trajectory,,localized,,,22.394187300,-4.883311317,1764590913.044331074
trajectory,,localized,,,22.398343904,-4.886066728,1764590913.356059551
trajectory,,localized,,,22.393031131,-4.884782023,1764590913.659899473
trajectory,,localized,,,22.394806736,-4.882515546,1764590913.963739634
trajectory,,localized,,,22.398607438,-4.885840279,1764590914.275424004
trajectory,,localized,,,22.394331986,-4.883761805,1764590914.579263926
trajectory,,localized,,,22.394424347,-4.885921318,1764590914.883103848
trajectory,,localized,,,22.394419467,-4.885056268,1764590915.194333076
trajectory,,localized,,,22.397021498,-4.887378153,1764590915.498184681
trajectory,,localized,,,22.396700632,-4.884925716,1764590915.802024603
trajectory,,localized,,,22.396298821,-4.883640494,1764590916.105864525
trajectory,,localized,,,22.393335554,-4.887123437,1764590916.417544603
trajectory,,localized,,,22.395753625,-4.884013079,1764590916.721384525
trajectory,,localized,,,22.397079565,-4.884604830,1764590917.023562670
trajectory,,localized,,,22.395221850,-4.887517059,1764590917.336882830
trajectory,,localized,,,22.396692835,-4.883512669,1764590917.640722752
trajectory,,localized,,,22.393802264,-4.884628741,1764590917.944562912
trajectory,,localized,,,22.395130236,-4.886998235,1764590918.254614353
trajectory,,localized,,,22.396127417,-4.886315113,1764590918.558360100
trajectory,,localized,,,22.395407727,-4.885749905,1764590918.862121105
